,hotel_id,hotel_name,hotel_description,address,point_of_interest,city,state,country,latitude,longitude,property_type,hotel_star_rating,site_review_rating,hotel_facilities,room_facilities
581,H000582,Neu Lodge Motel,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Terms and Conditions: It is mandatory for guests to present valid Govt photo identification at the time of check-in.,20821 Antlers Rd,"['Cochin Airport, Nedumbassery', 'Cochin International Airport']",Lakehead,CA,US,40.9,-122.4,Hotel,3,4.4,"('Banquet Facilities', 'Board Room', 'Business Center', 'Car Rental', 'Doctor on Call', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Locker Facility', 'Multi Cuisine Restaurant', 'Open Air Restaurant / Dining', 'Parking Facility', 'Party hall', 'Taxi Services')","('Air Conditioning', 'Breakfast Available', 'Telephone')"
582,H000583,Ponderosa Motel,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,775 E Broadway St,['Near Railway Station'],Goldendale,WA,US,45.8,-120.8,Hotel,0,1.0,"('Doctor on Call', 'Front Desk')","('Alarm Clock', 'Attached Bathroom', 'Bathrobe', 'Bathroom Amenities', 'Television')"
583,H000584,The Whitney Hotel,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We need valid ID proof in original at the time of check in. Local Delhi residents are not allowed.,610 Poydras St,"['Ramakrishna Ashram Marg', 'Metro Rajiv Chowk', 'Gangaram Hospital', 'Gaffar Market', 'Delhi Heart and Lung Institute', 'Karol Bagh Metro Station', 'Karol Bagh Area', 'Connaught Place', 'New Delhi Railway Station', 'Sarai Rohilla Station', 'Ajmeri Gate', 'Karnail Singh Stadium', 'BLK Super Speciality Hospital', 'West Delhi']",New Orleans,LA,US,29.9,-90.1,Hotel,2,4.0,"('Baggage Room', 'CCTV', 'Currency Exchange', 'Doctor on Call', 'Dry Cleaning', 'Extra Person / Child - Share the same room', 'Family Room', 'Fire Safety', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Major Credit Cards Accepted', 'Parking Facility', 'Power Backup', 'RO Water Purification System', 'Taxi Services')","('Air Conditioning', 'Alarm Clock', 'Attached Bathroom', 'Bathroom Amenities', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Mineral Water', 'Mirror', 'Newspapers', 'No Smoking Room', 'Telephone', 'Television', 'Outdoor Parking')"
584,H000585,Inn at the 5th,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The primary guest must be at least 18 years old to be able to check into this hotel. Standard check-in time is 12:00 PM and check-out time is 12:00 PM . Early check-in or late check-out is subject to availability.,205 E 6th Ave,"['Mahatma Gandhi Setu', 'Takht Sri Patna Sahib', 'Patna Museum', 'Folk Art Museum', 'Agam Kuan', 'Exhibition Road']",Eugene,OR,US,44.1,-123.1,Hotel,4,4.0,"('ATM / Banking', 'Access Via Exterior Corridors', 'Air-Conditioning - Central', 'Baggage Room', 'Banquet Facilities', 'Bar / Lounge ', 'Board Room', 'Business Center', 'Catering', 'Coffee Shop / Cafe', 'Concierge', 'Conference Facility', 'Courier Service', 'Currency Exchange', 'Doctor on Call', 'Doorman', 'Dry Cleaning', 'Electronic / Magnetic Keys', 'Express Check-In / Check-Out', 'Express Laundry', 'Extra Person / Child - Share the same room', 'Fitness Equipment', 'Front Desk', 'Gift Shop ', 'Health Club / Gym Facility Available', 'In House Events ', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Locker Facility', 'Major Credit Cards Accepted', 'Massage Services', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Oxygen Cylinder (on request)', 'Parking Facility', 'Party hall', 'Postal / Parcel Services', 'Power Backup', 'RO Water Purification System', 'Separate Sitting Area', 'Smoking Area', 'Swimming Pool', 'Valet service', 'Vegetarian Food / Jain Food Available', 'Wake-up Call / Service', 'Wedding Services Facility', 'Welcome Drinks', 'Wheelchair Accessibility - Room')","('Air Conditioning', 'Bathroom Amenities', 'Ensuite / Private Bathroom', 'Newspapers', 'No Smoking Room', 'Telephone', 'Television', 'Porter Services', 'Spa Services', 'Airport Transfer')"
585,H000586,Hilton Garden Inn San Diego Mission Valley/stadium,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly TO SERVE YOU  IN THE BEST MANNER OF THE INDUSTRIES.,3805 Murphy Canyon Rd,['M. G. Road'],San Diego,CA,US,32.8,-117.1,Hotel,0,3.0,"(' Drivers Rest Room', 'Air-Conditioning - Central', 'Banquet Facilities', 'CCTV', 'Doctor on Call', 'Dry Cleaning', 'Laundry Service Available', 'Lobby', 'Parking Facility', 'Party hall', 'Separate Sitting Area', 'Suites', 'Wedding Services Facility')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Ceiling Fan', 'Housekeeping', 'Mineral Water', 'Newspapers', 'Outdoor Parking')"
586,H000587,Waterfront Place Hotel,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid.",2 Waterfront Pl,"['Secunderabad', 'Ajanta Cinema']",Morgantown,WV,US,39.6,-80.0,Lodge,0,1.0,"('Doctor on Call', 'Front Desk')","('Television',)"
587,H000588,Home2 Suites by Hilton Clarksville/Ft. Campbell,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge gala dinner supplement on Christmas / New Years eve or other festive periods which need to be paid directly at the hotel.As per the govt guidelines valid govt issued id proofs are required to be presented at the Time of Chk-in. Complimentary breakfast from the hotel side valid from  1 June,2015 to 30 June ,2015 for super deluxe room only.",3020 Mr C Dr,"['Raghunath Temple', 'Bahu Fort', 'Amar Mahal Palace', 'Peer Kho Temple', 'Bagh e Bahu', 'Idgah', 'Jammu Airport', 'City Square Mall', 'Amar Mahal Palace Museum', 'Raghunath Temple Area', 'Mubarak Mandi Palace', 'Mubarak Mandi', 'Aarone Group Mall']",Clarksville,TN,US,36.6,-87.3,Hotel,2,4.0,"('Adjoining Rooms', 'Baggage Room', 'Car Rental', 'Doctor on Call', 'Extra Person / Child - Share the same room', 'Family Room', 'Front Desk', 'Laundry Service Available', 'Lobby', 'Local Tour / Travel Desk', 'Major Credit Cards Accepted', 'Medical Assistance Available', 'Parking Facility', 'Pick Up and Drop (Rly Station, Bus Stand, Temple)', 'Power Backup', 'RO Water Purification System', 'Taxi Services', 'Vegetarian Food / Jain Food Available', 'Wake-up Call / Service', 'Water Dispenser Available')","('Hot / Cold Running Water', 'Kitchenette', 'Newspapers', 'No Smoking Room', 'Telephone', 'Television', 'Safe', 'Airport Transfer')"
588,H000589,Best Western Plus Salinas Valley Inn & Suites,The standard check-in time is 12:00 PM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check IN 12:00 Check Out 10:00,187 Kern St,"['Patwon Ki Haveli', 'Hanuman Circle', 'Indira Indoor Stadium', 'Jaisalmer Fort', 'Desert Cultural Centre', 'Folklore Museum', 'Jain temple', 'Nathmalji Ki Haveli', 'Salim Singh Ki Haveli', 'Jaisalmer Railway Station', 'Dedansar Stadium', 'Gadsisar Lake']",Salinas,CA,US,36.7,-121.6,Hotel,3,5.0,"('Air / Rail Booking', 'Car Rental', 'Currency Exchange', 'Doctor on Call', 'Dry Cleaning', 'Front Desk', 'Guide / Sightseeing Service', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Multi Cuisine Restaurant', 'Open Air Restaurant / Dining', 'Parking Facility', 'Power Backup', 'RO Water Purification System', 'Restaurant', 'Vegetarian Food / Jain Food Available')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Breakfast Available', 'Ceiling Fan', 'Coffee Table', 'Desk', 'Extra Bed, Towels, Linens, Bedding (on request)', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Mineral Water', 'Mini Bar', 'Mini Refrigerator', 'Newspapers', 'Sofa Table / Extra Seats', 'Telephone', 'Television', 'Wardrobe', 'Outdoor Parking')"
589,H000590,The Blennerhassett Hotel,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Full payment in advance before check in,320 Market St,"['Nashik Main Town', 'Zaveri Bazaar', 'Maharashtra Engineering Research Centre', 'Nashik Bus Stand', 'City Center', 'Gandhinagar Airport', 'TB Sanatorium', 'Kumbh Mela', 'Golf Club Ground']",Parkersburg,WV,US,39.3,-81.6,Hotel,2,4.0,"('Front Desk', 'Laundry Service Available', 'Lift / Elevator')","('Hot / Cold Running Water', 'Shower', 'Television')"
590,H000591,High Country Lodge,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances.,1227 Emerald Bay Rd,['Bus Stand'],South Lake Tahoe,CA,US,38.9,-120.0,Hotel,0,2.5,"('Doctor on Call', 'Parking Facility', 'Public Restrooms')","('Dustbins', 'Mirror')"
591,H000592,Hotel Beverly Terrace,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,469 N Doheny Dr,"['ROHTANG PASS ', 'Nagar Castle', 'Hadimba Devi Temple', 'Vashisht Rishi Temple', 'Sollang Valley', 'Manikaran', 'Hadimba Temple', 'Chandrakhani Pass', 'Vashist Hot Water Springs and Temples', 'Tibetan Monasteries', 'Van Vihar', 'Manu Temple', 'Lady Willingdon Hospital', 'Club House', 'Manali Bus Stand', 'Civil Hospital', 'Manali 1st Super Market', 'Log Huts Area']",Beverly Hills,CA,US,34.1,-118.4,Hotel,2,4.0,"('Barbecue Area', 'Campfire / Bon Fire', 'Conference Facility', 'Currency Exchange', 'Doctor on Call', 'Dry Cleaning', 'Front Desk', 'Internet Access - Surcharge', 'Kids Play Zone', 'Laundry Service Available', 'Lobby', 'Local Tour / Travel Desk', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup', 'Rooftop Garden', 'Welcome Drinks')","('Air Conditioning', 'Attached Bathroom', 'Balcony', 'Bathroom Amenities', 'Bidet', 'Clothes Dryer', 'Desk', 'Ensuite / Private Bathroom', 'Hot / Cold Running Water', 'Housekeeping', 'Mineral Water', 'Mirror', 'Newspapers', 'Snacks / Beverage', 'Telephone', 'Television', 'Washing machine', 'Heating Facility on Request', 'Safe', 'Iron / Ironing board')"
592,H000593,Chicago Marriott at Medical District/UIC,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,625 South Ashland Avenue At Harrison Street,"['Kodaikanal Bus Stand', 'Bear Shola Falls', 'St Xaviers Church', 'St Marys Church', 'Shenbaganur Bus Stop', 'Kurinji Temple Area', 'Moonjikkal Bus Stop', 'Lake Bus Stop', 'St Peters Church', 'Srinivasapuram Bus Stop', 'Van Allen Hospital']",Chicago,IL,US,41.9,-87.7,Hotel,1,1.3,"('Doctor on Call', 'Local Tour / Travel Desk', 'Multi Cuisine Restaurant', 'Parking Facility')","('Attached Bathroom', 'Bathroom Amenities', 'Shower Cap', 'Telephone', 'Television')"
593,H000594,Best Western Shenandoah Inn,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",620 Highway 34 E,['Anand Nagar'],Newnan,GA,US,33.4,-84.8,Hotel,0,1.0,"('Doctor on Call', 'Front Desk', 'Lobby', 'Local Tour / Travel Desk')","('Air Conditioning', 'Attached Bathroom', 'Ceiling Fan', 'Mineral Water', 'Television')"
594,H000595,Santas Lodge,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly for one day 100% advance for more than one day 50% advance,91 W Christmas Blvd,"['Rai Bhawan', 'Sadar Hospital', ""Shahid Bhagat Singh Com'l Complex"", 'Radha Bazar', 'Sed-Gyued Monastery', 'Kali Mandir', 'City Mall', 'Ratnakhola Welfare Club', 'Others', 'Siliguri Railway Station', 'New Jalpaiguri Station', 'Subhash Sporting Club']",Santa Claus,IN,US,38.1,-86.9,Hotel,2,3.7,"('Express Check-In / Check-Out', 'Extra Person / Child - Share the same room', 'Fire Safety', 'First-Aid Kit at Front Desk', 'Front Desk', 'Parking Facility', 'RO Water Purification System')","('Attached Bathroom', 'Ceiling Fan', 'Dustbins', 'Modern Toilet Facilities', 'Phone Messaging Services', 'Room Door Fitted with Lock and Key', 'Sanitary Bin', 'Television', 'Western Toilet Seat', 'Window Open / Ventilation', 'Outdoor Parking')"
595,H000596,Kimpton Hotel Monaco Philadelphia,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge gala dinner supplement on Christmas / New Years eve or other festive periods which need to be paid directly at the hotel.As per the govt guidelines valid govt issued id proofs are required to be presented at the Time of C/in.,433 Chestnut Street,"['Bus Stand Area', 'Idgah', 'Jammu Airport', 'City Square Mall', 'Amar Mahal Palace Museum', 'Mubarak Mandi Palace', 'Mubarak Mandi', 'Aarone Group Mall']",Philadelphia,PA,US,39.9,-75.1,Hotel,0,3.0,"('Doctor on Call',)","('Alarm Clock', 'Bathroom Amenities', 'Ceiling Fan', 'Television')"
596,H000597,Chalet High Resort,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1)STANDARD CHECKOUT TIME IS 24 HOURS. 2)Proper Government Address proof ID required.3)Unmarried Couples not allowed. 4)we dont allow booking for-GARMENT DISPLAY/CONFERENCE OR ANY TYPE OF CEREMONY,1345 Orkney Grade,"['Nagpur Museum', 'Sitabuldi Fort', 'St Thomas Church', 'Eternity Mall', 'Ramdaspeth', 'Nagpur Railway Station']",Basye,VA,US,38.8,-78.8,Hotel,3,3.7,"('Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup')","('Air Cooler', 'Attached Bathroom', 'Breakfast Available', 'Ceiling Fan', 'Complete Bedding', 'Curtains/Shades', 'Daily Room Cleaning', 'Do-Not-Disturb Notice', 'Dustbins', 'Extra Bed, Towels, Linens, Bedding (on request)', 'HD / LCD Satellite TV', 'Housekeeping', 'In-room Storage Space', 'Mirror', 'Newspapers', 'Telephone', 'Television', 'Airport Transfer')"
597,H000598,Sleep Inn Suites-marshall,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check-In Time 12.00 noon ( Sharp) Check-out Time 12.00 noon ( Sharp),1300 Nwakama St,['National Highway 8A'],Marshall,MN,US,44.4,-95.8,Hotel,1,5.0,"('Doctor on Call', 'Parking Facility', 'Power Backup', 'RO Water Purification System')","('Air Conditioning', 'Attached Bathroom', 'Breakfast Available', 'Ceiling Fan', 'Desk', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Mirror', 'Sofa Table / Extra Seats', ""Split A.C's"", 'Telephone', 'Television', 'Utensils (on request)', 'Wardrobe', 'Window Open / Ventilation')"
598,H000599,Fairfield Inn Philadelphia Airport,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,8800 Bartram Ave,"['Toad Rock', 'Dilwara Temple', 'Nakki Lake', 'Lake Area', 'Om Shanti Bhawan', 'Shankar Math', 'Jaipur House', 'Dilwara Temples', 'Bus Stand']",Philadelphia,PA,US,39.9,-75.2,Hotel,0,1.0,"('Doctor on Call', 'Front Desk', 'Parking Facility')","('Bathroom Amenities', 'Ceiling Fan', 'Closet', 'Clothes Hook in Bathroom', 'Mirror')"
599,H000600,The Westin Houston Memorial City,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,945 Gessner Rd,['Najibabad Road'],Houston,TX,US,29.8,-95.5,Hotel,0,5.0,"('Doctor on Call', 'Front Desk', 'Laundry Service Available', 'Parking Facility', 'Power Backup')","('Bathroom Amenities', 'Daily Room Cleaning', 'Dustbins', 'Housekeeping', 'Mirror')"
600,H000601,Best Western Plus San Marcos Inn,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. All guests requested to carry Valid ID proof for Check Inn. 2. Couple Guests with Local ID's are not allowed to check inn. 3. Cancellation and prepayment policies vary according to room type.,250 Pacific St,"['GURUKUL KANGARI UNIVERSITY', 'Kanya Gurukul', 'Kankhal', 'B.H.E.L Main Hospital', 'BHEL Stadium']",Morro Bay,CA,US,35.4,-120.9,Hotel,0,3.5,"('Doctor on Call', 'Dry Cleaning', 'Fire Place Available ', 'Laundry Service Available', 'Local Tour / Travel Desk', 'Parking Facility', 'Power Backup')","('Attached Bathroom', 'Balcony', 'Hot / Cold Running Water', 'Telephone', 'Television', 'Toiletries', 'Heating Facility on Request')"
601,H000602,Hampton Inn Orlando-Maingate South,The standard check-in time is 10:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,44117 Highway 27,"['Others', 'Ganapatipule Beach']",Davenport,FL,US,28.2,-81.7,Hotel,2,5.0,(),"('Bathroom Amenities', 'Television', 'Outdoor Parking')"
602,H000603,The Bunkhouse Lodge,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly THE GUEST HAS TO PROVIDE US WITH THE PHOTO ID PROOF, NO PETS ALLOWED",23339 Highway 65,['Panjahal'],Lincoln,MO,US,38.4,-93.3,Hotel,3,4.5,"('Bar / Lounge ', 'Doctor on Call', 'Front Desk', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lobby', 'Local Tour / Travel Desk', 'Mini Theatre', 'Multi Cuisine Restaurant', 'Parking Facility')","('Bathroom Amenities', 'Ceiling Fan', 'Ensuite / Private Bathroom', 'Hot / Cold Running Water', 'Housekeeping', 'Toiletries', 'Outdoor Parking')"
603,H000604,Ocean Breeze Lodge,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,212 S Main St,"['Heritage Garden', 'Vadakkunnathan Temple', 'Thrissur Station', 'Tomb of Shakthan Thampuran', 'Warriam Lane']",Fort Bragg,CA,US,39.4,-123.8,Hotel,1,5.0,"('Baggage Room', 'Doctor on Call', 'Dry Cleaning', 'Front Desk', 'Laundry Service Available', 'Smoking Area')","('Bathroom Amenities', 'Desk', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Hot / Cold Running Water', 'Housekeeping', 'Mineral Water', 'Newspapers', 'Telephone', 'Television', 'Toiletries')"
604,H000605,Baymont Inn & Suites Amarillo East,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly check-in and check-out process is for 24hrs, guest can check-in by any time of the same date which they have booked for. non-arrival of the guest after 24 hrs will be treated as a no-show and the whole amount will not be refundable.",1700 E Interstate 40,"['Chetpet Railway Station', 'Chennai Park Railway Station', 'Chennai Fort Railway Station', 'Chennai Egmore Station', 'Government Museum', 'Nehru Stadium', 'Chennai Suburban Railway Station', 'Chennai Central Railway Station', 'Madras Medical College', 'MA Chidambaram Stadium', 'MGR Memorial', 'Chennai Central Bus Stand', 'Egmore']",Amarillo,TX,US,35.2,-101.8,Hotel,1,1.9,"('Front Desk', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lift / Elevator', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup', 'Public Restrooms', 'Speciality Restaurant')","('Air Conditioning', 'Attached Bathroom', 'Channel Music', 'Shower', 'Television', 'Work Station', 'Porter Services')"
605,H000606,Home2 Suites by Hilton Murfreesboro,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly It is mandatory for guests to present valid photo identification at the time of check-in. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.,909 North Thompson Lane Bldg A,"['Jubilee Hills Area', 'Inorbit Mall', 'Big Cinema', 'GVK ONE', 'L V Prasad Eye Institute', 'Durgam Cheruvu']",Murfreesboro,TN,US,35.9,-86.4,Hotel,0,1.3,"('Business Center', 'Doctor on Call', 'Front Desk', 'Laundry Service Available', 'Lobby', 'Locker Facility', 'Parking Facility')","('Bathroom Amenities', 'Newspapers', 'Television', 'Airport Transfer')"
606,H000607,Quality Inn Suites,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,2100 Cornell Ave,"['Elephant Falls', 'Shillong Peak', 'Meghalaya State Museum', 'Botanical Garden and Museum', ""Ward's Lake"", 'Police Bazar', 'Polo Ground-Shillong', 'Gleneagles of the East', 'Jawaharlal Nehru Stadium', 'Shallam Complex', 'Varanasi Gorkha Golf Club']",Butte,MT,US,46.0,-112.5,Hotel,4,4.5,"('Banquet Facilities', 'Bar / Lounge ', 'Business Center', 'Conference Facility', 'Doctor on Call', 'Front Desk', 'Laundry Service Available', 'Local Tour / Travel Desk', 'Locker Facility', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup')","('Attached Bathroom', 'Bathroom Amenities', 'Breakfast Available', 'Desk', 'Dressing Area', 'Ensuite / Private Bathroom', 'Extra Bed, Towels, Linens, Bedding (on request)', 'HD / LCD Satellite TV', 'Hairdryer', 'Hot / Cold Running Water', 'Housekeeping', 'Luggage Rack', 'Mineral Water', 'Mini Bar', 'Mirror', 'Newspapers', 'Premium Amenities / Toiletries', 'Tea Coffee Kettle / Maker', 'Telephone', 'Television', 'Toiletries', 'Video/ DVD/ CD Player Available', 'Wardrobe', 'Work Station', 'Heating Facility on Request', 'Safe', 'Iron / Ironing board', 'Outdoor Parking', 'Airport Transfer')"
607,H000608,Willows Motel,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 Noon and check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability. Any early check-in or late check-out request must be directed and reconfirmed with Resort directly,303 Ne Main St,"['Hadimba Temple', 'Chandrakhani Pass', 'Tibetan Monasteries', 'Hadimba Road', 'Van Vihar', 'Manu Temple', 'Lady Willingdon Hospital', 'Manali Bus Stand', 'Civil Hospital', 'Manali 1st Super Market', 'Club House']",Wilbur,WA,US,47.8,-118.7,Hotel,2,3.0,"('Car Rental', 'Doctor on Call', 'Family Room', 'Front Desk', 'Parking Facility')","('Attached Bathroom', 'Breakfast Available', 'Desk', 'Hot / Cold Running Water', 'Housekeeping', 'Television', 'Toiletries', 'Outdoor Parking')"
608,H000609,Quality Inn & Suites Anaheim at the Park,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Unmarried Couples Not allowed Pan card is not considered as a valid ID Proof. Guest has to present Valid I.D. Proof at the time of Check-In.,1166 W Katella Ave,"['Tukoganj', 'Nehru Stadium', 'Bada Ganpati Temple', 'Sukh Niwas Palace', 'Indore Museum', 'Krishnapura Chhatris Tomb', 'Rajwada Palace']",Anaheim,CA,US,33.8,-117.9,Hotel,3,4.0,"('Front Desk', 'Lift / Elevator', 'Lobby')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Luggage Rack', 'Telephone', 'Television')"
